STATION,STNAME,SHORTNAME,ZONE,EASTING,NORTHING,GRDATUM,LATITUDE,LONGITUDE,LLDATUM,POSACC,ELEV,ELEVACC,FIELD,LAB,ACTIVE,COMMENCED,CEASED,REGION,CATCHAREA
235272,ANGLESEA WETLANDS @ ALLARDYLE TRACK,NULL,55,253041.000,5748034.000,MGA94,-38.381828384,144.172711320,GDA94,NULL,.000,NULL,N,N,1,2009-09-04,NULL,235,NULL
235273,BREAKFAST CREEK @ BRIDGE ON BREAKFAST CREEK ROAD,NULL,55,243434.000,5747656.000,MGA94,-38.382527499,144.062719945,GDA94,NULL,.000,NULL,N,N,1,2009-07-20,NULL,235,NULL
235274,BREAKFAST CREEK TRIBUTARY @ V-NOTCH,NULL,55,242895.000,5748151.000,MGA94,-38.377917585,144.056737446,GDA94,NULL,.000,NULL,N,N,1,2009-10-02,NULL,235,NULL
235275,SALT CREEK (POOL) ABOVE SWAMP @ DENHAM TRACK,NULL,55,245571.000,5746837.000,MGA94,-38.390509250,144.086859941,GDA94,NULL,.000,NULL,N,N,1,2009-09-04,NULL,235,NULL
235276,SALT CREEK @ DENHAMS TRACK,NULL,55,245536.000,5746838.000,MGA94,-38.390490293,144.086460042,GDA94,NULL,.000,NULL,N,N,1,2010-06-18,NULL,235,NULL
235277,ANGLESEA RIVER @ GUMFLATS ROAD,NULL,55,250783.000,5751988.000,MGA94,-38.345611773,144.148288202,GDA94,NULL,.000,NULL,N,N,1,2010-05-26,NULL,235,NULL
235278,ANGLESEA RIVER @ GREAT OCEAN ROAD BRIDGE,ANGLESEA R GR OCEAN,55,254291.000,5745475.000,UTM,-38.405074090,144.186127900,GDA94,NULL,.000,NULL,Y,N,1,2011-10-14,NULL,235,NULL
235279,APOLLO BAY BASIN,APOLLO BAY BASIN,54,730560.300,5705922.900,UTM,-38.765170460,143.653646200,GDA94,NULL,.000,NULL,N,N,1,2014-05-19,NULL,235,NULL
235280,ANGLESEA SWAMP @ VEGETATION SITE P7 TRANSECT,NULL,55,252903.000,5750702.000,MGA94,-38.357774750,144.172068731,GDA94,NULL,.000,NULL,N,N,1,2016-05-20,NULL,235,NULL
235282,CURDIES RIVER AT COBDEN-STONEYFORD ROAD,CURDIES RV COBDEN RD,54,687219.597,5753908.432,MGA94,-38.343423000,143.142320000,GDA94,NOT,.000,NOT,N,N,1,2017-12-15,NULL,235,NULL
235283,Aire River @ Horden Vale,Aire R @ Horden,54,715159.081,5702271.923,UTM,-38.802064872,143.477696176,GDA94,GPS,2.074,GPS,Y,N,1,2020-06-30,NULL,235,NULL
235600,LAKE PURRUMBETE @ CAMPERDOWN,LAKE PURRUMBETE,54,694176.657,5759379.485,UTM,-38.292539000,143.220358000,WGS84,9,.000,1,Y,N,1,1965-07-22,NULL,235,.00000
235602,LAKE ELINGAMITE @ COBDEN,LAKE ELINGAMITE,54,675992.300,5753416.200,UTM,-38.350000000,143.014036110,WGS84,9,.000,1,n,N,0,1984-12-01,2012-04-02,235,.00000
235801,RAIN GAUGE @ AV2,NULL,55,253085.000,5747168.000,MGA94,-38.389635663,144.172910811,GDA94,NULL,.000,NULL,N,N,1,2016-01-12,NULL,235,NULL
235805,RAIN GAUGE @ AARC,NULL,55,246908.000,5752852.000,MGA94,-38.336748770,144.104309632,GDA94,NULL,.000,NULL,N,N,1,2010-06-03,NULL,235,NULL
235806,RAIN GAUGE @ BREAKFAST CREEK,NULL,55,243333.000,5747488.000,MGA94,-38.384010605,144.061503832,GDA94,NULL,.000,NULL,N,N,1,2010-06-22,NULL,235,NULL
236200,HOPKINS RIVER @ ALLANSFORD,HOPKINS @ ALLANSFORD,54,638290.300,5750450.600,NULL,-38.383333330,142.583333300,NULL,1,.000,1,N,N,0,1885-05-01,1920-06-30,236,8651.00000
236202,HOPKINS RIVER @ WICKLIFFE,HOPKINS @ WICKLIFFE,54,652038.000,5826564.000,UTM,-37.695420790,142.724511900,WGS84,9,.000,1,Y,N,1,1920-06-10,NULL,236,1347.00000
236203,MOUNT EMU CREEK @ SKIPTON,MOUNT EMU @ SKIPTON,54,708099.000,5826199.000,UTM,-37.687698560,143.360067370,WGS84,9,.000,1,Y,N,1,1920-06-15,NULL,236,1251.00000
236204,FIERY CREEK @ STREATHAM,FIERY @ STREATHAM,54,682157.644,5827608.817,UTM,-37.680520000,143.065700000,WGS84,9,.000,1,Y,N,1,1920-06-04,NULL,236,956.00000
236205,MERRI RIVER @ WOODFORD,MERRI @ WOODFORD,54,629661.000,5757969.000,UTM,-38.316882580,142.483079700,WGS84,9,12.000,9,Y,Y,1,1948-08-01,NULL,236,899.00000
236208,MOUNT EMU CREEK @ CUDGEE,MT EMU CK @ CUDGEE,54,644229.100,5756821.800,NULL,-38.325000000,142.650000000,NULL,1,.000,1,N,N,0,1955-05-17,1965-06-30,236,3121.00000
236209,HOPKINS RIVER @ HOPKINS FALLS,HOPKINS @ HOPKINS F.,54,642039.000,5755706.000,UTM,-38.335437320,142.625191100,WGS84,9,.000,1,Y,Y,1,1955-05-23,NULL,236,8355.00000
236210,HOPKINS RIVER @ FRAMLINGHAM,HOPKINS @FRAMLINGHAM,54,649033.000,5765747.000,UTM,-38.243794220,142.703020200,WGS84,9,.000,1,Y,N,1,1955-06-10,NULL,236,5157.00000
236211,MOUNT EMU CREEK @ GARVOC,MOUNT EMU @ GARVOC,54,658800.000,5757700.000,NULL,-38.314625970,142.816421600,NULL,1,.000,1,N,N,0,1965-05-15,1978-03-03,236,3067.00000
236212,BRUCKNELL CREEK @ CUDGEE,BRUCKNELL @ CUDGEE,54,644355.000,5754492.000,UTM,-38.345967710,142.651916270,WGS84,9,.000,1,Y,N,1,1965-06-04,NULL,236,223.00000
236213,MOUNT EMU CREEK @ MENA PARK,MOUNT EMU @MENA PARK,54,717827.356,5843415.887,UTM,-37.530400000,143.465180000,WGS84,9,.000,1,Y,N,1,1966-12-14,NULL,236,452.00000
236214,MUSTON CREEK @ HEXHAM,MUSTON CK @ HEXHAM,54,645536.800,5789174.100,NULL,-38.033333330,142.658333300,NULL,1,.000,1,N,N,0,1970-03-12,1982-12-01,236,505.00000
236215,BURRUMBEET CREEK @ LAKE BURRUMBEET,BURRUMBEET @ LAKE,54,736437.945,5843559.980,UTM,-37.524520000,143.675550000,WGS84,9,.000,1,N,Y,1,1975-12-03,NULL,236,166.00000
236216,MOUNT EMU CREEK @ TAROON (AYRFORD ROAD BRIDGE),MOUNT EMU @ TAROON,54,664494.000,5758581.000,UTM,-38.305592150,142.881290200,WGS84,9,.000,1,Y,Y,1,1977-10-10,NULL,236,2877.00000
236217,MERRI RIVER @ WARRNAMBOOL,MERRI @ WARRNAMBOOL,54,625785.200,5751580.500,NULL,-38.375000000,142.440000000,NULL,1,.000,1,N,N,0,1977-12-21,1985-07-10,236,1040.00000
236218,MERRI RIVER @ DENNINGTON,MERRI @ DENNINGTON,54,625380.000,5753621.700,NULL,-38.356666670,142.435000000,NULL,1,.000,1,N,N,0,1979-07-06,1985-07-30,236,1020.00000
236219,HOPKINS RIVER @ ARARAT,HOPKINS R @ ARARAT,54,672030.892,5868315.530,UTM,-37.315772000,142.941403000,WGS84,9,.000,1,Y,N,1,1989-05-31,NULL,236,258.00000
236223,BOGGY CREEK @ STAVELY,BOGGY CK @ STAVELY,54,648241.900,5842033.800,NULL,-37.556666670,142.678333300,NULL,1,.000,1,N,N,0,1993-04-06,1997-07-15,236,.00000
236228,MUSICAL GULLY CREEK @ MUSICAL GULLY RESERVOIR H.G.,MUSICAL GULLY RES.,54,710646.000,5860529.000,UTM,-37.377949250,143.379083600,WGS84,9,445.000,9,N,N,1,2009-06-25,NULL,236,NULL
236229,YAM HOLES CREEK D/S BEAUFORT,YAM HOLES CK BEAF'RT,54,713000.000,5855600.000,NULL,-37.421801250,143.407069100,NULL,1,.000,1,N,N,0,2000-05-11,2002-11-04,236,33.00000
236230,LONG GULLY CREEK @ THE GLUT,LONG GULLY CK @ GLUT,54,700465.000,5869999.000,ANG,-37.294911360,143.261621000,AGD66,1,.000,1,N,N,1,2000-05-30,NULL,236,NULL
236231,CAVE HILL CREEK @ MOUNT COLE,CAVE HILL CK MT COLE,54,701225.401,5868941.712,ANG,-37.304270000,143.270480000,WGS84,1,.000,1,N,N,1,2000-05-30,NULL,236,NULL
236232,SIDESPRING CREEK @ MT COLE,SIDESPRING CK,54,701045.000,5870384.000,MGA94,-37.291318530,143.268055700,GDA94,1,.000,1,N,N,1,2007-11-26,NULL,236,NULL
236238,MT EMU CREEK @ GUTHRIES BRIDGE,MT EMU @ GUTHRIES B,54,719053.359,5830630.817,MGA94,-37.645370000,143.482880000,GDA94,NULL,.000,NULL,NULL,NUL,1,2018-06-05,NULL,236,NULL
236600,LAKE BOLAC @ LAKE BOLAC,LAKE BOLAC,54,664276.000,5820577.000,UTM,-37.747243440,142.864610100,WGS84,9,.000,1,Y,N,1,1962-11-06,NULL,236,.00000
236601,LAKE LEARMONTH @ LEARMONTH,LAKE LEARMONTH,54,740890.000,5852982.000,UTM,-37.438537620,143.722795900,WGS84,9,.000,1,N,N,0,1964-08-10,2010-08-13,236,.00000
236602,LAKE BURRUMBEET @ BURRUMBEET,LAKE BURRUMBEET,54,735938.350,5847338.144,ANG,-37.490630000,143.668690000,WGS84,1,.000,1,n,Y,1,1965-06-28,NULL,236,.00000
236603,LAKE GOLDSMITH @ BEAUFORT,LAKE GOLDSMITH @ BEA,54,708565.000,5840451.000,UTM,-37.559242630,143.361282600,WGS84,9,.000,1,Y,N,1,1965-07-19,NULL,236,.00000
236606,LAKE BUNINJON @ CALVERT,LAKE BUNINJON @ CALV,54,658600.477,5850365.472,UTM,-37.479880000,142.793760000,WGS84,9,.000,1,N,Y,1,1991-06-26,NULL,236,.00000
236609,LAKE CARTCARRONG @ WINSLOW,NULL,54,627360.900,5766242.800,MGA94,-38.242677000,142.455391000,WGS84,1,NULL,NULL,N,N,0,1993-06-10,1996-10-16,236,NULL
236610,CHINAMAN SWAMP @ WESTMERE,CHINAMAN SWAMP @ WES,54,677153.561,5826519.776,UTM,-37.691310000,143.009250000,WGS84,9,.000,1,Y,N,1,1995-10-04,NULL,236,.00000
236611,MYUNA LANE SWAMP @ WOORNDOO,MYUNA LANE SWAMP @ W,54,655284.000,5813221.000,UTM,-37.815083340,142.764167200,WGS84,9,.000,1,N,Y,1,1899-12-30,NULL,236,.00000
236800,WARRNAMBOOL WEATHER STATION (HOURLY),WARRNAMBOOL WS (HR),0,.000,.000,NULL,.000000000,.000000000,NULL,1,.000,1,N,N,0,2000-11-07,2003-04-01,236,.00000
236805,Cave Hill Camp Rain Gauge @ Cave Hill,Cave Hill Camp RG,54,702325.689,5869088.071,AMG66VIC,-37.302713000,143.282846000,GDA94,GPS,.000,NOT,N,N,1,2019-06-28,NULL,236,NULL
237200,MOYNE RIVER @ TOOLONG,MOYNE @ TOOLONG,54,607213.000,5757970.000,UTM,-38.319910570,142.226428500,WGS84,9,.000,1,Y,Y,1,1948-06-02,NULL,237,570.00000
237202,FITZROY RIVER @ HEYWOOD,FITZROY @ HEYWOOD,54,554340.200,5780019.300,UTM,-38.125904160,141.619984010,WGS84,9,.000,1,Y,N,1,1948-07-29,NULL,237,234.00000
237204,DARLOT CREEK @ LAKE CONDAH BRIDGE,DARLOT @ L.CONDAH BR,54,572384.500,5788301.500,NULL,-38.050000000,141.825000000,NULL,1,.000,1,N,N,0,1961-06-02,1964-01-03,237,607.00000
237205,DARLOT CREEK @ HOMERTON BRIDGE,DARLOT @ HOMERTON,54,567428.800,5777200.000,UTM,-38.150428000,141.769572000,WGS84,9,.000,1,Y,N,1,1963-01-10,NULL,237,760.00000
237206,EUMERALLA RIVER @ CODRINGTON,EUMERALLA @ CODRINGT,54,582617.000,5765175.000,UTM,-38.257471490,141.944362900,WGS84,9,.000,1,Y,N,1,1964-02-27,NULL,237,502.00000
237207,SURRY RIVER @ HEATHMERE,SURRY @ HEATHMERE,54,558037.000,5766952.000,UTM,-38.243436470,141.663214900,WGS84,9,.000,1,Y,Y,1,1970-04-20,NULL,237,310.00000
237208,MOYNE RIVER @ WILLATOOK,MOYNE @ WILLATOOK,54,610230.300,5774930.000,NULL,-38.166666670,142.258333300,NULL,1,.000,1,N,N,1,1974-05-20,1985-01-07,237,245.00000
237209,DARLOT CREEK @ MYAMYN,DARLOT CREEK,54,571996.000,5790000.000,UTM,-38.034724350,141.820402200,WGS84,9,53.000,9,N,N,0,1987-10-15,2010-11-09,237,600.00000
237221,Moyne River_Southern Ocean @ Gipps Street Bridge,Moyne R @ Sth Ocean,54,608426.395,5751225.232,,-38.380472960,142.241376500,NULL,NULL,.000,NULL,N,N,1,2021-03-31,NULL,237,NULL
237600,LAKE CONDAH @ LAKE CONDAH,LAKE CONDAH,54,572900.000,5786300.000,NULL,-38.067995830,141.831079300,NULL,1,.000,1,N,N,0,1988-02-16,1993-03-11,237,.00000
237602,BRIDGEWATER LAKE @ BRIDGEWATER,NULL,54,534967.600,5758958.700,MGA94,-38.316667000,141.400000000,WGS84,1,NULL,NULL,N,N,0,1993-06-09,1996-07-30,237,NULL
237603,TOWER HILL LAKE WEST @ CONCOURSE,NULL,54,618017.900,5758172.300,MGA94,-38.316667000,142.350000000,WGS84,1,NULL,NULL,N,N,0,1993-06-10,1996-07-30,237,NULL
237801,Raingauge @ Gerrigerup,RG @ Gerrigerup,54,606867.936,5792703.984,NULL,-38.006915383,142.217299239,NULL,NULL,.000,NULL,N,N,1,2020-11-25,NULL,237,NULL
238200,GLENELG RIVER @ MOORA MOORA,GLENELG @ MOORA,54,616133.400,5883973.800,NULL,-37.183333330,142.308333300,NULL,1,.000,1,N,N,0,1889-04-20,1890-12-13,238,430.00000
238201,GLENELG RIVER @ BALMORAL,GLENELG @ BALMORAL,54,574900.000,5877200.000,NULL,-37.248605280,141.844545600,NULL,1,.000,1,N,N,0,1938-06-16,1963-09-30,238,1570.00000
238202,GLENELG RIVER @ SANDFORD,GLENELG @ SANDFORD,54,537881.000,5836356.000,UTM,-37.619030010,141.429087300,WGS84,9,.000,1,Y,Y,1,1889-04-01,NULL,238,9420.00000
238204,WANNON RIVER @ DUNKELD,WANNON @ DUNKELD,54,617891.753,5834262.310,UTM,-37.631080000,142.336070000,WGS84,9,.000,1,Y,Y,1,1920-06-09,NULL,238,671.00000
238205,GLENELG RIVER @ ROCKLANDS RESERVOIR,GLENELG @ ROCKLANDS,54,584600.000,5878461.000,UTM,-37.236409600,141.953763100,WGS84,9,.000,1,Y,N,1,1941-03-21,NULL,238,1355.00000
238206,GLENELG RIVER @ DARTMOOR,GLENELG R DARTMOOR,54,524714.500,5802486.400,UTM,-37.924712190,141.281206350,WGS84,9,.000,0,Y,Y,1,1948-06-01,NULL,238,11914.00000
238207,WANNON RIVER @ JIMMY CREEK,WANNON @ JIMMY,54,633083.987,5862845.031,UTM,-37.371460000,142.503020000,WGS84,9,.000,1,Y,N,1,1950-01-26,NULL,238,40.00000
238208,JIMMY CREEK @ JIMMY CREEK,JIMMY @ JIMMY,54,633549.118,5862686.679,UTM,-37.372820000,142.508300000,WGS84,9,.000,1,Y,Y,1,1950-01-25,NULL,238,23.00000
238210,GLENELG RIVER @ HARROW,GLENELG HARROW B EC,54,552365.993,5886006.015,UTM,-37.170771000,141.589857000,WGS84,9,.000,1,Y,N,1,1957-08-01,NULL,238,.00000
238211,GLENELG RIVER @ DERGHOLM,GLENELG R @ DERGHOLM,54,521490.000,5864410.000,UTM,-37.366710270,141.242751500,WGS84,9,.000,1,Y,N,1,1957-05-01,NULL,238,.00000
238212,GLENELG RIVER @ CASTERTON,GLENELG @ CASTERTON,54,536100.000,5840417.000,UTM,-37.582425920,141.408943700,WGS84,9,.000,1,N,Y,1,1956-08-29,NULL,238,4810.00000
238214,SECOND WANNON CREEK @ DIVERSION POINT,SEC WANNON CK @ DIV.,54,636605.400,5868869.200,NULL,-37.316666670,142.541666700,NULL,1,.000,1,N,N,0,1960-04-05,1982-12-01,238,10.00000
238215,WANNON RIVER @ FOUR POSTS,WANNON @ FOUR POSTS,54,583794.200,5831653.600,NULL,-37.658333330,141.950000000,NULL,1,.000,1,N,N,0,1961-03-01,1963-12-31,238,2121.00000
238216,WANNON RIVER @ CAVENDISH,WANNON @ CAVENDISH,54,593527.100,5847269.100,NULL,-37.516666670,142.058333300,NULL,1,.000,1,N,N,0,1962-06-19,1967-01-18,238,1634.00000
238217,CRAWFORD RIVER @ WINNAP,CRAWFORD RIVER,54,528560.100,5801517.400,NULL,-37.933333330,141.325000000,NULL,1,.000,1,N,N,0,1963-07-03,1971-08-23,238,686.00000
238218,WANNON RIVER @ WANNON FALLS,WANNON @ WANNON FALL,54,574137.000,5830011.000,UTM,-37.673967870,141.840691600,WGS84,9,.000,1,Y,N,1,1963-07-09,NULL,238,2243.00000
238219,GRANGE BURN @ MORGIANA,GRANGE @ MORGIANA,54,573385.000,5826157.000,UTM,-37.708762080,141.832553210,WGS84,9,.000,1,Y,N,1,1963-07-08,NULL,238,997.00000
238220,DUNDAS RIVER @ CAVENDISH,DUNDAS @ CAVENDISH,54,588684.000,5846372.000,UTM,-37.525301920,142.003658400,WGS84,9,.000,1,Y,N,1,1963-07-11,NULL,238,211.00000
238221,DWYER CREEK @ MIRRANATWA,DWYER @ MIRRANATWA,54,617120.000,5848819.700,NULL,-37.500000000,142.325000000,NULL,1,.000,1,N,N,0,1963-07-20,1999-02-10,238,269.00000
238222,WANNON RIVER @ SANDFORD,WANNON @ SANDFORD,54,539709.400,5835681.000,NULL,-37.625000000,141.450000000,NULL,1,.000,1,N,N,0,1963-07-19,1967-07-13,238,4501.00000
238223,WANDO RIVER @ WANDO VALE,WANDO @ WANDO VALE,54,537665.000,5849998.000,UTM,-37.495953220,141.425961200,WGS84,9,.000,1,Y,Y,1,1964-04-15,NULL,238,174.00000
238224,GLENELG R @ FULHAM BRIDGE,GLENELG R FULHAM BR,54,575506.005,5888371.000,UTM,-37.147871000,141.850248000,WGS84,9,.000,1,Y,Y,1,1964-03-06,NULL,238,2010.00000
238225,WANNON RIVER @ BURRAH,WANNON @ BURRAH,54,625356.500,5847774.900,NULL,-37.508333330,142.418333300,NULL,1,.000,1,N,N,0,1964-08-17,1987-05-25,238,137.00000
238226,MATHER CREEK @ PIGEON PONDS,MATHER CK @ PIGEON,54,565731.200,5871574.700,NULL,-37.300000000,141.741666700,NULL,1,.000,1,N,N,0,1965-02-18,1972-10-11,238,150.00000
238227,DWYER CREEK @ KILLARA,DWYER @ KILLARA,54,538195.900,5826442.300,NULL,-37.708333330,141.433333300,NULL,1,.000,1,N,N,0,1965-07-07,1982-11-18,238,23.00000
238228,WANNON RIVER @ HENTY,WANNON @ HENTY,54,544605.000,5833425.000,UTM,-37.645127000,141.505614800,WGS84,9,.000,1,Y,Y,1,1967-02-27,NULL,238,4159.00000
238229,CHETWYND RIVER @ CHETWYND,CHETWYND @ CHETWYND,54,542610.000,5869362.000,UTM,-37.321463290,141.480741200,WGS84,9,.000,1,Y,N,1,1967-03-30,NULL,238,69.00000
238230,STOKES RIVER @ TEAKETTLE,STOKES @ TEAKETTLE,54,536058.000,5808553.000,UTM,-37.869674050,141.409957700,WGS84,9,.000,1,Y,N,1,1966-06-27,NULL,238,181.00000
238231,GLENELG RIVER @ BIG CORD,GLENELG @ BIG CORD,54,621153.207,5869594.944,UTM,-37.312270000,142.367210000,WGS84,9,.000,1,Y,Y,1,1968-04-23,NULL,238,57.00000
238233,MOLESIDE CREEK @ KENTBRUCK,MOLESIDE @ KENTBRUCK,54,526312.500,5785806.400,NULL,-38.075000000,141.300000000,NULL,1,.000,1,N,N,0,1969-08-12,1986-01-30,238,76.00000
238234,PIGEON PONDS CREEK @ KOOLOMERT,PIGEON @ KOOLOMERT,54,549328.600,5870577.800,NULL,-37.310000000,141.556666700,NULL,1,.000,1,N,N,0,1969-10-22,1989-01-20,238,117.00000
238235,CRAWFORD RIVER @ LOWER CRAWFORD,CRAWFORD @ CRAWFORD,54,539946.000,5796301.000,UTM,-37.980071410,141.454637400,WGS84,9,.000,1,Y,N,1,1970-05-25,NULL,238,606.00000
238236,GLENELG RIVER @ ROCKLANDS RESERVOIR (HEAD GAUGE),GLENELG @ ROCKLANDS,54,585066.700,5878668.200,MGA94,-37.234500000,141.959000000,GDA94,1,.000,1,N,n,1,1947-04-02,NULL,238,1355.00000
238237,MOORA MOORA CREEK @ MOORA MOORA RESERVOIR (H. GAUGE),MOORA MOORA CREEK,54,625143.575,5879694.677,UTM,-37.220730000,142.410530000,WGS84,9,.000,1,Y,Y,1,1934-01-01,NULL,238,.00000
238238,HENTY CREEK @ HENTY,HENTY @ HENTY,54,545863.900,5831581.000,NULL,-37.661666670,141.520000000,NULL,1,.000,1,N,N,0,1974-06-05,1989-01-06,238,261.00000
238242,NEYLONS CREEK @ WANDO HEIGHTS,NEYLONS @ WANDO HTS,54,554100.000,5859300.000,NULL,-37.411385280,141.611332700,NULL,1,.000,1,N,N,0,1990-07-27,1996-10-31,238,.00000
238244,SURFACE RUNOFF @ NEYLONS PLOT NO 1 (MIDDLE),RUNOFF @ NEYLONS 1,54,554000.000,5859700.000,NULL,-37.407785810,141.610173500,NULL,1,.000,1,N,N,0,1996-03-26,1996-10-31,238,.00000
238245,SURFACE RUNOFF @ NEYLONS PLOT NO 2 (EAST),RUNOFF @ NEYLONS 2,54,554000.000,5859700.000,NULL,-37.407785810,141.610173500,NULL,1,.000,1,N,N,0,1996-03-26,1996-10-31,238,.00000
238246,SURFACE RUNOFF @ NEYLONS PLOT NO 3 (WEST),RUNOFF @ NEYLONS 3,54,554000.000,5859700.000,NULL,-37.407785810,141.610173500,NULL,1,.000,1,N,N,0,1996-03-26,1996-10-31,238,.00000
238249,GLENELG RIVER D/S BURKES BRIDGE,GLENELG R D/S BURKES,54,530415.000,5878653.000,UTM,-37.238041310,141.342926200,WGS84,9,.000,0,Y,N,1,2001-05-18,NULL,238,3375.00000
238252,GLENELG R U/S FIVE MILE O/LET BOTTOM EC PROBE,GLENELG R 5MILE O/L,54,580701.000,5882582.000,AMG66,-37.199613170,141.909365800,AGD66,1,.000,1,N,N,0,2002-10-17,2004-05-31,238,.00000
238257,Glenelg River @ Weavers,Glenelg @ Weavers,54,576972.488,5876884.732,NULL,-37.251277780,141.867944440,,NULL,.000,9,N,N,1,2019-05-31,NULL,238,NULL
238266,Muddy Creek @ Henty Highway,Muddy Ck @ Henty Hwy,54,584763.875,5818940.394,MGA94,-37.772947000,141.962478000,GDA94,NOT,.000,NOT,Y,N,1,2021-01-14,NULL,238,NULL
238600,LAKE LINLITHGOW @ PENHURST,L. LINLITHGOW,54,606932.000,5819246.000,UTM,-37.767737560,142.214094800,WGS84,9,.000,1,Y,Y,1,1964-03-26,NULL,238,.00000
238601,BRADY SWAMP @ GLENTHOMPSON,BRADY SWAMP @ GLENTH,54,628226.000,5836783.000,UTM,-37.606983030,142.452713000,WGS84,9,.000,1,Y,N,1,1964-03-25,NULL,238,.00000
238602,TULLICH SWAMP @ TULLICH (SOUTH-EAST ACCESS TRACK),NULL,54,517670.200,5845927.700,MGA94,-37.533330000,141.200000000,WGS84,1,NULL,NULL,N,N,0,1993-04-22,1996-10-30,238,NULL
238603,CHURCH SWAMP @ SOUTH-WEST ACCESS TRACK,NULL,54,507341.200,5821904.600,MGA94,-37.750000000,141.083333000,WGS84,1,NULL,NULL,N,N,0,1993-04-22,1996-10-30,238,NULL
238604,BRYANS SWAMP @ VICTORIA VALLEY,BRYANS SWAMP @ VICTO,54,611287.000,5840964.000,UTM,-37.571512920,142.260216100,WGS84,9,.000,1,Y,N,1,1995-10-04,NULL,238,.00000
238700,ROCKLANDS CHANNEL @ ROCKLANDS RESERVOIR,ROCKLANDS CHANNEL,54,584965.000,5878695.000,UTM,-37.234267400,141.957850800,WGS84,9,.000,1,Y,N,1,1951-01-01,NULL,238,.00000
238701,MOORA CHANNEL @ 9.3 KM. OFFTAKE,MOORA @ 9.3 KM.,54,.000,.000,NULL,.000000000,.000000000,NULL,1,.000,1,N,N,0,1931-05-02,1966-01-01,238,.00000
238702,MOORA OUTLET CHANNEL @ MOORA RESERVOIR,MOORA OUTLET CHANNEL,54,625032.480,5879147.022,UTM,-37.225680000,142.409370000,WGS84,9,.000,1,Y,N,1,1966-01-01,NULL,238,.00000
238704,MOORA CHANNEL @ BURNS SWAMP,MOORA @ BURNS SWAMP,54,612706.000,5904363.600,NULL,-37.000000000,142.266666700,NULL,1,.000,1,N,N,0,1982-01-04,1989-09-22,238,.00000
238705,ROCKLANDS CHANNEL @ 13 KM. SITE,ROCKLANDS @ 13KM.,54,583156.300,5885843.700,NULL,-37.170000000,141.936666700,NULL,1,.000,1,N,N,0,1992-03-05,1994-07-05,238,.00000
238706,ROCKLANDS CHANNEL @ D/S MT TALBOT CK OUTFALL,ROCKLANDS @ TALBOT,54,587160.000,5900966.600,NULL,-37.033333330,141.980000000,NULL,1,.000,1,N,N,0,1992-03-05,1994-07-05,238,.00000
238707,ROCKLANDS CHANNEL @ TOOLONDO LAKE INLET,ROCKLANDS @ TOOLONDO,54,583707.000,5905630.000,UTM,-36.991616000,141.940662600,WGS84,9,.000,1,Y,N,1,1992-03-05,NULL,238,.00000
238708,ROCKLANDS CHANNEL @ D/S MT. TALBOT CK OUTFALL (PDC),ROCKLANDS CHANNEL,54,587160.000,5900966.600,NULL,-37.033333330,141.980000000,NULL,1,.000,1,N,N,0,1992-03-05,1994-07-05,238,.00000
238709,NEYLONS TILE DRAIN @ WANDO HEIGHTS,NEYLONS DR @ WANDO,54,554000.000,5859700.000,NULL,-37.407785810,141.610173500,NULL,1,.000,1,N,N,0,1993-04-19,1996-10-31,238,.00000
238710,LYONS TILE DRAINAGE @ GATUM,LYONS @ GATUM,54,585300.000,5859400.000,NULL,-37.408135530,141.963845400,NULL,1,.000,1,N,N,0,1992-12-31,1996-10-28,238,.00000
238711,ROCKLANDS CHANNEL OUTFALL @ MT TALBOT CREEK,ROCKLANDS CH O/FALL,54,587322.000,5901105.000,UTM,-37.032071220,141.981805600,WGS84,9,.000,1,Y,N,1,1994-07-05,NULL,238,.00000
238716,MOORA CHANNEL @ BRIMPAEN,MOORA CH AT BRIMPAEN,54,610600.243,5892848.080,UTM,-37.104030000,142.244700000,WGS84,9,.000,1,Y,N,1,2007-06-08,NULL,238,.00000
238720,Moora Channel @ Brimpean - Laharum Rd,Moora Ch @ Brimpean,54,612621.409,5900260.249,NULL,-37.036990000,142.266330000,NULL,NULL,.000,NULL,N,N,1,2019-11-01,2021-10-01,238,NULL
238802,WEATHER STATION @ ROCKLANDS RESERVOIR,ROCKLANDS RES W.S.,54,585114.000,5878756.000,UTM,-37.233704030,141.959523380,GDA94,NULL,.000,NULL,Y,N,1,2009-03-26,NULL,238,NULL
239200,LAKE CHARLEGRARK (INFLOW) @ BOOROOPKI,CHARLEGRARK INFLOW,54,521417.100,5930046.100,NULL,-36.775000000,141.240000000,NULL,1,.000,1,N,N,0,1977-11-01,1983-06-01,239,.00000
239201,LAKE CHARLEGRARK (HEAD GAUGE) @ BOOROOPKI,LAKE CHARLEGRARK (HE,54,521120.000,5931005.000,UTM,-36.766362910,141.236644100,WGS84,9,.000,1,Y,N,1,1977-05-15,NULL,239,.00000
239202,LAKE CHARLEGRARK (OUTFLOW) @ BOOROOPKI,CHARLEGRARK OUTFLOW,54,520681.500,5933375.900,NULL,-36.745000000,141.231666700,NULL,1,.000,1,N,N,0,1977-04-29,1983-06-01,239,.00000
239600,MORTAT SWAMP @ EASTERN SHORE,NULL,54,534233.800,5936475.300,MGA94,-36.716667000,141.383333000,WGS84,1,NULL,NULL,N,N,0,1993-06-17,1996-10-31,239,NULL
